device_id,cpu,cpu_best,cpu_level,cpu_desc,front_pix,front_pix_best,front_pix_level,front_pix_desc,back_pix,back_pix_level,back_pix_desc,back_pix_best,ram,ram_best,ram_level,ram_desc,battery,battery_best,battery_level,battery_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc
1211455,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,,,,,4GB/6GB,24G,13.4,游戏运行良好,3000mAh,"",3.26,小电池,5.8英寸,8.3英寸,4.71,可单手打字,2960x1440像素,3840*2160,89.34,2K超清
1212955,高通 骁龙638,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1213133,联发科 MT6739,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,500万像素,5.19,普通级像素,6000万,2GB,24G,1.74,游戏运行良好,3020mAh,"",3.45,小电池,5.45英寸,8.3英寸,2.76,可单手打字,1440x720像素,3840*2160,2.48,720P普清
1213786,,,,,1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,2GB,24G,1.74,游戏运行良好,,,,,,,,,,,,
1213788,高通 骁龙,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1213795,高通 骁龙,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1213812,高通 骁龙,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1213813,高通 骁龙,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1214195,高通 骁龙625,骁龙8 Gen3,0,"",,,,,,,,,3GB,24G,4.79,游戏运行良好,,,,,,,,,,,,
1214344,高通 骁龙,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,,,,,6.2英寸,8.3英寸,12.73,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1214501,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3100mAh,"",4.47,小电池,6.01英寸,8.3英寸,7.92,需双手打字,2160x1080像素,3840*2160,15.27,1080P高清
1215879,高通 骁龙425（MSM8917）,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,2GB,24G,1.74,游戏运行良好,3070mAh,"",3.6,小电池,5.45英寸,8.3英寸,2.76,可单手打字,1440x720像素,3840*2160,2.48,720P普清
1216869,高通 骁龙638,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,5000mAh,"",87.08,大电池,,,,,,,,
1217848,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3100mAh,"",4.47,小电池,6.01英寸,8.3英寸,7.92,需双手打字,2160x1080像素,3840*2160,15.27,1080P高清
1221255,高通 骁龙710,骁龙8 Gen3,0,"",,,,,,,,,,,,,5400mAh,"",91.74,大电池,7英寸,8.3英寸,95.89,需双手打字,,,,
1221888,高通 骁龙845,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,2000万像素,78.11,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,5.5英寸,8.3英寸,3.32,可单手打字,2880x1440像素,3840*2160,89.22,2K超清
1221937,高通 骁龙845,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,2000万像素,78.11,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3400mAh,"",6.82,大电池,6.21英寸,8.3英寸,13.03,需双手打字,2248x1080像素,3840*2160,16.16,1080P高清
1222104,高通 骁龙845,骁龙8 Gen3,0,"",,,,,,,,,8GB,24G,65.04,游戏运行良好,,,,,,,,,,,,
1222132,高通 骁龙450,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,2400万像素,80.18,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,,,,,5.99英寸,8.3英寸,6.39,可单手打字,1440x720像素,3840*2160,2.48,720P普清
1222360,高通 骁龙845,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,3070mAh,"",3.6,小电池,4.2英寸,8.3英寸,0.82,可单手打字,1920x1080像素,3840*2160,13.68,1080P高清
1223167,高通 骁龙845,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,,,,,6GB/8GB,24G,27.94,游戏运行良好,3860mAh,"",10.19,大电池,,,,,,,,
1224463,,,,,1900万像素,8000万,32.87,高清级像素,1300万像素,37.96,高清级像素,6000万,6GB/8GB,24G,27.94,游戏运行良好,4500mAh,"",48.05,大电池,6.2英寸,8.3英寸,12.73,需双手打字,3840x2160像素,3840*2160,100,4K超高清
1224911,联发科 Helio P60（MT6771）,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1225416,高通 骁龙855,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1000万像素,26.27,普通级像素,6000万,12GB,24G,89.35,游戏运行良好,4380mAh,"",30.62,大电池,7.3英寸,8.3英寸,96.49,需双手打字,2152x1536像素,3840*2160,77.67,2K超清
1227183,苹果 A12,骁龙8 Gen3,0,"",1900万像素,8000万,32.87,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,,,,,6.5英寸,8.3英寸,30.13,需双手打字,2560x1440像素,3840*2160,86.47,2K超清
1227266,高通 骁龙710,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,2000万像素,78.11,高清级像素,6000万,,,,,3400mAh,"",6.82,大电池,6.21英寸,8.3英寸,13.03,需双手打字,2248x1080像素,3840*2160,16.16,1080P高清
1227486,高通 骁龙710,骁龙8 Gen3,0,"",,,,,,,,,8GB,24G,65.04,游戏运行良好,5400mAh,"",91.74,大电池,7英寸,8.3英寸,95.89,需双手打字,2880x1440px,3840*2160,89.22,2K超清
1228363,高通 骁龙835,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3450mAh,"",6.9,大电池,5.7英寸,8.3英寸,4.22,可单手打字,2160x1080像素,3840*2160,15.27,1080P高清
1228565,,,,,1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,3260mAh,"",5.23,小电池,6.22英寸,8.3英寸,13.48,需双手打字,,,,
1229523,苹果 A12,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1229525,苹果 A12,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1229526,苹果 A12,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,,,,,,,,
1230270,海思 麒麟 980,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,2400万像素,80.18,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4200mAh,"",25.35,大电池,7英寸,8.3英寸,95.89,需双手打字,3840x2160像素,3840*2160,100,4K超高清
1231870,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3100mAh,"",4.47,小电池,6.01英寸,8.3英寸,7.92,需双手打字,2160x1080像素,3840*2160,15.27,1080P高清
1233082,高通 骁龙845,骁龙8 Gen3,0,"",2000万像素+1600万像素,8000万,0,高清级像素,2500万像素,0,高清级像素,6000万,10GB,24G,65.16,游戏运行良好,3730mAh,"",9.17,大电池,6.42英寸,8.3英寸,19.57,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1233423,高通 骁龙660AIE,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,2500万像素,80.86,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3600mAh,"",8.26,大电池,6.4英寸,8.3英寸,19.31,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1234972,高通 骁龙835,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1200万像素,31.52,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4000mAh,"",19.63,大电池,5.5英寸,8.3英寸,3.32,可单手打字,2160x1080像素,3840*2160,15.27,1080P高清
1234981,联发科 Helio P22,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,3GB,24G,4.79,游戏运行良好,3500mAh,"",7.96,大电池,6英寸,8.3英寸,7.39,需双手打字,1440x720像素,3840*2160,2.48,720P普清
1234986,联发科 Helio P22,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,3GB,24G,4.79,游戏运行良好,3500mAh,"",7.96,大电池,6英寸,8.3英寸,7.39,需双手打字,1440x720像素,3840*2160,2.48,720P普清
1235036,高通 骁龙660,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,2400万像素,80.18,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3800mAh,"",10.08,大电池,6.38英寸,8.3英寸,16.73,需双手打字,1920x1080像素,3840*2160,13.68,1080P高清
1235501,联发科 MT6763V,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1300万像素,37.96,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3400mAh,"",6.82,大电池,5.7英寸,8.3英寸,4.22,可单手打字,1440x720像素,3840*2160,2.48,720P普清
1235574,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,2000万像素,78.11,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3200mAh,"",5.15,小电池,4.97英寸,8.3英寸,1.19,可单手打字,1920x1080像素,3840*2160,13.68,1080P高清
1235575,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,2000万像素,78.11,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3200mAh,"",5.15,小电池,4.97英寸,8.3英寸,1.19,可单手打字,1920x1080像素,3840*2160,13.68,1080P高清
1238183,海思 麒麟 990 5G,骁龙8 Gen3,0,"",4000万像素,8000万,38.39,高清级像素,2400万像素,80.18,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4200mAh,"",25.35,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2340x1080px,3840*2160,24.46,1080P高清
1241260,高通 骁龙660,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3100mAh,"",4.47,小电池,6.01英寸,8.3英寸,7.92,需双手打字,2160x1080像素,3840*2160,15.27,1080P高清
1241602,高通 骁龙439,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,2000万像素,78.11,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,4030mAh,"",20.27,大电池,6.22英寸,8.3英寸,13.48,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1243273,高通 骁龙845,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,3070mAh,"",3.6,小电池,4.2英寸,8.3英寸,0.82,可单手打字,1920x1080像素,3840*2160,13.68,1080P高清
1244469,海思 麒麟 980,骁龙8 Gen3,0,"",2000万像素,8000万,33.53,高清级像素,1200万像素,31.52,高清级像素,6000万,6GB/8GB,24G,27.94,游戏运行良好,4000mAh,"",19.63,大电池,6.5英寸,8.3英寸,30.13,需双手打字,2560x1440像素,3840*2160,86.47,2K超清
1247477,高通 骁龙855,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,5.5英寸,8.3英寸,3.32,可单手打字,2340x1080像素,3840*2160,24.46,1080P高清
1248873,高通 骁龙725,骁龙8 Gen3,0,"",4000万像素,8000万,38.39,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3700mAh,"",9.02,大电池,6.4英寸,8.3英寸,19.31,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1249718,苹果 A12,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3500mAh,"",7.96,大电池,6.5英寸,8.3英寸,30.13,需双手打字,3840x2160像素,3840*2160,100,4K超高清
1249737,高通 骁龙855,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,2500万像素,80.86,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.42英寸,8.3英寸,19.57,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1252180,,,,,1600万像素,8000万,32.51,高清级像素,800万像素,24.58,普通级像素,6000万,6GB/8GB,24G,27.94,游戏运行良好,4500mAh,"",48.05,大电池,,,,,,,,
1252212,高通 骁龙710,骁龙8 Gen3,0,"",2000万像素,8000万,33.53,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,4100mAh,"",22.02,大电池,6英寸,8.3英寸,7.39,需双手打字,2280x1080像素,3840*2160,16.9,1080P高清
1252491,高通 骁龙710,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,2400万像素,80.18,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4000mAh,"",19.63,大电池,5.99英寸,8.3英寸,6.39,可单手打字,1280x720像素,3840*2160,1.28,720P普清
1255249,高通 骁龙855,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4500mAh,"",48.05,大电池,5.5英寸,8.3英寸,3.32,可单手打字,2560x1600像素,3840*2160,88.53,2K超清
1255312,高通 骁龙636,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3000mAh,"",3.26,小电池,6.24英寸,8.3英寸,13.55,需双手打字,2280x1080像素,3840*2160,16.9,1080P高清
1257077,联发科 SoC,骁龙8 Gen3,0,"",4000万像素,8000万,38.39,高清级像素,3200万像素,95.5,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4000mAh,"",19.63,大电池,6.4英寸,8.3英寸,19.31,需双手打字,,,,
1258015,高通 骁龙636,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,2930mAh,"",1.97,小电池,6.5英寸,8.3英寸,30.13,需双手打字,2560x1080像素,3840*2160,69.15,1080P高清
1259303,高通 骁龙855+X50 5G,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,,,,,,,,,,,,
1259529,联发科 Helio P60,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3000mAh,"",3.26,小电池,6.2英寸,8.3英寸,12.73,需双手打字,2246x1080像素,3840*2160,15.93,1080P高清
1259535,联发科 MT6750,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,500万像素,5.19,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,3050mAh,"",3.49,小电池,5.85英寸,8.3英寸,5.12,可单手打字,2246x1080像素,3840*2160,15.93,1080P高清
1261625,联发科,骁龙8 Gen3,0,"",200万像素,8000万,7.62,普通级像素,500万像素,5.19,普通级像素,6000万,1GB,24G,0.53,游戏运行良好,1600mAh,"",0.27,小电池,2.4英寸,8.3英寸,0.26,可单手打字,480x320像素,3840*2160,0.16,720P普清
1261797,苹果 A12,骁龙8 Gen3,0,"",1400万像素,8000万,24.9,高清级像素,1100万像素,27.08,普通级像素,6000万,,,,,,,,,,,,,,,,
1262317,高通 骁龙855+X50 5G,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1000万像素,26.27,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3040x1440像素,3840*2160,89.57,2K超清
1262329,高通 骁龙855,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,2400万像素,80.18,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3200mAh,"",5.15,小电池,6.39英寸,8.3英寸,17.55,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1264050,苹果 A12,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,6.1英寸,8.3英寸,10.79,需双手打字,,,,
1264323,高通 骁龙660AIE,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3500mAh,"",7.96,大电池,6.39英寸,8.3英寸,17.55,需双手打字,2310x1080像素,3840*2160,17.13,1080P高清
1265181,海思 麒麟 990 5G,骁龙8 Gen3,0,"",4000万像素,8000万,38.39,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.53英寸,8.3英寸,35.18,需双手打字,2400x1176px,3840*2160,71.43,1080P高清
1266011,联发科 MT6765,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,1600万像素,68.04,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,4230mAh,"",25.96,大电池,6.2英寸,8.3英寸,12.73,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1266107,高通 骁龙,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1600万像素,68.04,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,4000mAh,"",19.63,大电池,5.99英寸,8.3英寸,6.39,可单手打字,2160x1080像素,3840*2160,15.27,1080P高清
1266213,MTKP70,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,4500mAh,"",48.05,大电池,6.5英寸,8.3英寸,30.13,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1266564,高通 骁龙855,骁龙8 Gen3,0,"",,,,,,,,,,,,,,,,,5.6英寸,8.3英寸,3.55,可单手打字,,,,
1267153,高通 骁龙636,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1200万像素,31.52,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3000mAh,"",3.26,小电池,6.24英寸,8.3英寸,13.55,需双手打字,2280x1080像素,3840*2160,16.9,1080P高清
1268767,联发科 MT6763,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,3400mAh,"",6.82,大电池,6.2英寸,8.3英寸,12.73,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1271285,高通 骁龙855,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1000万像素,26.27,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,3300mAh,"",6.14,大电池,6.7英寸,8.3英寸,71.99,需双手打字,2636x1080px,3840*2160,71.55,1080P高清
1271525,高通 骁龙660AIE,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3500mAh,"",7.96,大电池,6.39英寸,8.3英寸,17.55,需双手打字,2310x1080像素,3840*2160,17.13,1080P高清
1272204,高通 骁龙865,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,2000万像素,78.11,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.6英寸,8.3英寸,46.45,需双手打字,2340x1080px,3840*2160,24.46,1080P高清
1272300,联发科 MT6765,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,4230mAh,"",25.96,大电池,6.2英寸,8.3英寸,12.73,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1272872,苹果 A13,骁龙8 Gen3,0,"",1900万像素,8000万,32.87,高清级像素,1200万像素,31.52,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3400mAh,"",6.82,大电池,6.1英寸,8.3英寸,10.79,需双手打字,2436x1125像素,3840*2160,68.53,1080P高清
1272893,三星 Exynos 9609,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,2500万像素,80.86,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,3500mAh,"",7.96,大电池,6.34英寸,8.3英寸,16.06,需双手打字,2520x1080像素,3840*2160,68.37,1080P高清
1273748,高通 骁龙855,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4065mAh,"",20.88,大电池,6.6英寸,8.3英寸,46.45,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1274025,高通 骁龙855,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4000mAh,"",19.63,大电池,6.67英寸,8.3英寸,63.44,需双手打字,3120x1440像素,3840*2160,90.54,2K超清
1275456,海思 麒麟 710F,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,4000mAh,"",19.63,大电池,6.3英寸,8.3英寸,16.02,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1277904,海思 麒麟 710,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,3400mAh,"",6.82,大电池,6.21英寸,8.3英寸,13.03,需双手打字,2340x1080px,3840*2160,24.46,1080P高清
1279716,高通 骁龙660,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1300万像素,37.96,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4000mAh,"",19.63,大电池,6.3英寸,8.3英寸,16.02,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1279792,海思 麒麟 710,骁龙8 Gen3,0,"",2400万像素,8000万,35.57,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,3400mAh,"",6.82,大电池,6.21英寸,8.3英寸,13.03,需双手打字,2340x1080px,3840*2160,24.46,1080P高清
1280213,联发科 MT6763,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,3400mAh,"",6.82,大电池,6.2英寸,8.3英寸,12.73,需双手打字,1520x720像素,3840*2160,3.95,720P普清
1280696,苹果 A13,骁龙8 Gen3,0,"",1200万像素,8000万,0,高清级像素,1200万像素,0,高清级像素,6000万,4GB,24G,13.4,游戏运行良好,3190mAh,"",4.81,小电池,5.8英寸,8.3英寸,4.71,可单手打字,2436x1125px,3840*2160,68.53,1080P高清
1280708,联发科 Helio P22,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,3GB,24G,4.79,游戏运行良好,4000mAh,"",19.63,大电池,6.19英寸,8.3英寸,10.94,需双手打字,1512x720像素,3840*2160,2.64,720P普清
1280739,苹果 A14,骁龙8 Gen3,0,"",1200万像素,8000万,0,高清级像素,1200万像素,0,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,2775mAh,"",1.4,小电池,6.1英寸,8.3英寸,10.79,需双手打字,2532x1170px,3840*2160,73.1,1080P高清
1281001,高通 骁龙865,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1000万像素,26.27,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,1920x1080像素,3840*2160,13.68,1080P高清
1281708,紫光展锐虎贲 T310,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,4010mAh,"",19.78,大电池,6.22英寸,8.3英寸,13.48,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1283109,三星 Exynos 9611,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,3200万像素,95.5,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4000mAh,"",19.63,大电池,6.4英寸,8.3英寸,19.31,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1283965,联发科 Helio P65,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4500mAh,"",48.05,大电池,6.38英寸,8.3英寸,16.73,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1285750,高通 骁龙855,骁龙8 Gen3,0,"",1200万像素,8000万,14.46,高清级像素,1200万像素,31.52,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.38英寸,8.3英寸,16.73,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1286287,高通 骁龙845,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,3200万像素,95.5,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4030mAh,"",20.27,大电池,6.088英寸,8.3英寸,0,需双手打字,1560x720像素,3840*2160,5.74,720P普清
1287049,紫光展锐虎贲 T310,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,4010mAh,"",19.78,大电池,6.22英寸,8.3英寸,13.48,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1287051,紫光展锐虎贲 T310,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,4010mAh,"",19.78,大电池,6.22英寸,8.3英寸,13.48,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1287054,紫光展锐虎贲 T310,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,3GB,24G,4.79,游戏运行良好,4010mAh,"",19.78,大电池,6.22英寸,8.3英寸,13.48,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1287539,高通 骁龙Wear 2100（MSM8909W）,骁龙8 Gen3,0,"",,,,,500万像素,5.19,普通级像素,6000万,1GB,24G,0.53,游戏运行良好,500mAh,"",0.04,小电池,4.01英寸,8.3英寸,0.75,可单手打字,960x192像素,3840*2160,0.19,720P普清
1287860,海思 麒麟 1020,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,2400万像素,80.18,高清级像素,6000万,10GB,24G,65.16,游戏运行良好,4200mAh,"",25.35,大电池,7英寸,8.3英寸,95.89,需双手打字,3840x2160像素,3840*2160,100,4K超高清
1288918,联发科 MT6765,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,5000mAh,"",87.08,大电池,6.3英寸,8.3英寸,16.02,需双手打字,1600x720px,3840*2160,10.74,720P普清
