device_id,cpu,cpu_best,cpu_level,cpu_desc,front_pix,front_pix_best,front_pix_level,front_pix_desc,back_pix,back_pix_level,back_pix_desc,back_pix_best,ram,ram_best,ram_level,ram_desc,battery,battery_best,battery_level,battery_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc
1394334,高通 骁龙870,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1300万像素,37.96,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4300mAh,"",28.99,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1394372,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,800万像素,24.58,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1394384,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1394387,高通 骁龙778G,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1394391,高通 骁龙778G Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,5000万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.78英寸,8.3英寸,86.56,需双手打字,2652x1200px,3840*2160,75.23,1080P高清
1394397,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,6000万像素,100,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1394399,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1200万像素,31.52,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.81英寸,8.3英寸,93.09,需双手打字,2664x1224px,3840*2160,76.01,1080P高清
1394602,联发科 天玑810,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,800万像素,24.58,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,4100mAh,"",22.02,大电池,6.58英寸,8.3英寸,43.5,需双手打字,2408x1080像素,3840*2160,60.93,1080P高清
1394604,高通 骁龙778G,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,5000mAh,"",87.08,大电池,6.6英寸,8.3英寸,46.45,需双手打字,2412x1080px,3840*2160,64.19,1080P高清
1394823,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1394861,海思 麒麟 9000,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,8英寸,8.3英寸,99.07,需双手打字,2480x2200px,3840*2160,99.11,4K超高清
1394867,海思 麒麟 9000,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,8英寸,8.3英寸,99.07,需双手打字,2480x2200px,3840*2160,99.11,4K超高清
1394934,高通 骁龙888,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,18GB,24G,99.55,游戏运行良好,4600mAh,"",53.47,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1395006,高通 骁龙888,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395007,联发科 天玑720,骁龙8 Gen3,0,"",1600万像素,8000万,32.51,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5100mAh,"",90,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395020,联发科 天玑900,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4300mAh,"",28.99,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1395031,联发科 天玑900,骁龙8 Gen3,0,"",4800万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.43英寸,8.3英寸,21.77,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395063,高通 骁龙778G,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.43英寸,8.3英寸,21.77,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395064,高通 骁龙778G,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.43英寸,8.3英寸,21.77,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395065,联发科 天玑900,骁龙8 Gen3,0,"",4800万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.43英寸,8.3英寸,21.77,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395066,联发科 天玑1200 MAX,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.55英寸,8.3英寸,37.9,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395073,联发科 Helio G88,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,5000mAh,"",87.08,大电池,6.5英寸,8.3英寸,30.13,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395075,联发科 Helio G88,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,800万像素,24.58,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,5000mAh,"",87.08,大电池,6.5英寸,8.3英寸,30.13,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395108,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.28英寸,8.3英寸,14.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395136,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395143,高通 骁龙778G,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4300mAh,"",28.99,大电池,6.57英寸,8.3英寸,41.75,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1395147,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",8000万像素,8000万,100,高清级像素,,,,,12GB,24G,89.35,游戏运行良好,5500mAh,"",94.09,大电池,6.9英寸,8.3英寸,94.66,需双手打字,,,,
1395189,高通 骁龙778G,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4000mAh,"",19.63,大电池,6.72英寸,8.3英寸,72.82,需双手打字,2676x1236px,3840*2160,78.26,1080P高清
1395228,联发科 天玑8100,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4400mAh,"",33.19,大电池,6.6英寸,8.3英寸,46.45,需双手打字,2460x1080px,3840*2160,67.4,1080P高清
1395230,高通 骁龙888,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,7.1英寸,8.3英寸,96.15,需双手打字,1920x1792像素,3840*2160,82.17,2K超清
1395239,高通 骁龙778G Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,5000万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4800mAh,"",60.59,大电池,6.78英寸,8.3英寸,86.56,需双手打字,2652x1200px,3840*2160,75.23,1080P高清
1395240,高通 骁龙778G,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395241,高通 骁龙778G,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4800mAh,"",60.59,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395275,高通 骁龙778G,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4300mAh,"",28.99,大电池,6.57英寸,8.3英寸,41.75,需双手打字,2340x1080像素,3840*2160,24.46,1080P高清
1395276,高通 骁龙778G,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4000mAh,"",19.63,大电池,6.72英寸,8.3英寸,72.82,需双手打字,2676x1236px,3840*2160,78.26,1080P高清
1395326,高通 骁龙480 Plus,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1300万像素,37.96,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2460x1080px,3840*2160,67.4,1080P高清
1395333,高通 骁龙695,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.81英寸,8.3英寸,93.09,需双手打字,2388x1080px,3840*2160,27.67,1080P高清
1395336,高通 骁龙888 Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2460x1080像素,3840*2160,67.4,1080P高清
1395338,联发科 天玑1200 MAX,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.55英寸,8.3英寸,37.9,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395362,高通 骁龙888 Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,0,普通级像素,2000万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395403,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1395404,高通 骁龙778G,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,2000万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4250mAh,"",26.15,大电池,6.55英寸,8.3英寸,37.9,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395588,高通 骁龙8+ Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,2000万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,8.02英寸,8.3英寸,99.96,需双手打字,2160x1914px,3840*2160,88.68,2K超清
1395598,高通 骁龙778G,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,2000万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4250mAh,"",26.15,大电池,6.55英寸,8.3英寸,37.9,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395644,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,6000万像素,100,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395645,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,6000万像素,100,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395646,高通 骁龙888 Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2460x1080像素,3840*2160,67.4,1080P高清
1395647,高通 骁龙888 Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2460x1080像素,3840*2160,67.4,1080P高清
1395648,高通 骁龙888 Plus,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.8英寸,8.3英寸,91.41,需双手打字,2460x1080像素,3840*2160,67.4,1080P高清
1395674,联发科 Helio P22,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,6000mAh,"",98.67,大电池,6.8英寸,8.3英寸,91.41,需双手打字,1640x720像素,3840*2160,11.51,720P普清
1395708,三星 Exynos 1080,骁龙8 Gen3,0,"",4000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4400mAh,"",33.19,大电池,6.56英寸,8.3英寸,39.92,需双手打字,2376x1080px,3840*2160,26.55,1080P高清
1395710,三星 Exynos 1080,骁龙8 Gen3,0,"",4000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4400mAh,"",33.19,大电池,6.56英寸,8.3英寸,39.92,需双手打字,2376x1080px,3840*2160,26.55,1080P高清
1395711,三星 Exynos 1080,骁龙8 Gen3,0,"",4000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4400mAh,"",33.19,大电池,6.56英寸,8.3英寸,39.92,需双手打字,2376x1080px,3840*2160,26.55,1080P高清
1395715,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,2000万像素,78.11,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4700mAh,"",57.26,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1395864,高通 骁龙888,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,3200万像素,95.5,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,7.1英寸,8.3英寸,96.15,需双手打字,1920x1792像素,3840*2160,82.17,2K超清
1395880,高通 骁龙888 4G,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,1300万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4360mAh,"",30.31,大电池,6.6英寸,8.3英寸,46.45,需双手打字,2700x1228px,3840*2160,79.65,1080P高清
1395909,联发科 天玑700,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,500万像素,5.19,普通级像素,6000万,6GB,24G,27.94,游戏运行良好,5000mAh,"",87.08,大电池,6.74英寸,8.3英寸,76.33,需双手打字,1600x720px,3840*2160,10.74,720P普清
1395922,高通 骁龙695,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,4800mAh,"",60.59,大电池,6.81英寸,8.3英寸,93.09,需双手打字,2388x1080px,3840*2160,27.67,1080P高清
1395923,高通 骁龙695,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4800mAh,"",60.59,大电池,6.81英寸,8.3英寸,93.09,需双手打字,2388x1080px,3840*2160,27.67,1080P高清
1395924,高通 骁龙695,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4800mAh,"",60.59,大电池,6.81英寸,8.3英寸,93.09,需双手打字,2388x1080px,3840*2160,27.67,1080P高清
1395925,联发科 天玑700,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,500万像素,5.19,普通级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.74英寸,8.3英寸,76.33,需双手打字,1600x720px,3840*2160,10.74,720P普清
1395926,联发科 天玑700,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,500万像素,5.19,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,5000mAh,"",87.08,大电池,6.74英寸,8.3英寸,76.33,需双手打字,1600x720px,3840*2160,10.74,720P普清
1395983,三星 Exynos 1280,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.5英寸,8.3英寸,30.13,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1395998,联发科 天玑8100,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,2412x1080px,3840*2160,64.19,1080P高清
1396034,高通 骁龙888,骁龙8 Gen3,0,"",4800万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396035,高通 骁龙888,骁龙8 Gen3,0,"",4800万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396036,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1396037,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.67英寸,8.3英寸,63.44,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1396078,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,4200万像素,95.93,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4750mAh,"",57.56,大电池,7.9英寸,8.3英寸,98.54,需双手打字,2272x1984px,3840*2160,90.81,2K超清
1396100,联发科 天玑700（MT6833）,骁龙8 Gen3,0,"",1300万像素,8000万,24.84,高清级像素,800万像素,24.58,普通级像素,6000万,4GB,24G,13.4,游戏运行良好,5000mAh,"",87.08,大电池,6.52英寸,8.3英寸,32.71,需双手打字,1600x720像素,3840*2160,10.74,720P普清
1396114,联发科 天玑1200,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,5000万像素,99,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4300mAh,"",28.99,大电池,6.56英寸,8.3英寸,39.92,需双手打字,2376x1080px,3840*2160,26.55,1080P高清
1396115,联发科 天玑1100,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,4400万像素,97.75,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4200mAh,"",25.35,大电池,6.44英寸,8.3英寸,23.11,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396119,联发科 天玑810,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.49英寸,8.3英寸,23.79,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1396120,联发科 天玑810,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,6GB,24G,27.94,游戏运行良好,5000mAh,"",87.08,大电池,6.49英寸,8.3英寸,23.79,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1396121,联发科 天玑810,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.49英寸,8.3英寸,23.79,需双手打字,2400x1080像素,3840*2160,58.41,1080P高清
1396127,高通 骁龙888 4G,骁龙8 Gen3,0,"",4000万像素,8000万,38.39,高清级像素,1070万像素,26.95,普通级像素,6000万,12GB,24G,89.35,游戏运行良好,4000mAh,"",19.63,大电池,6.9英寸,8.3英寸,94.66,需双手打字,2790x1188px,3840*2160,79.34,1080P高清
1396252,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",6400万像素,8000万,99.76,高清级像素,1600万像素,68.04,高清级像素,6000万,16GB,24G,98.3,游戏运行良好,5600mAh,"",94.47,大电池,6.92英寸,8.3英寸,95.44,需双手打字,2460x1080像素,3840*2160,67.4,1080P高清
1396256,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1396277,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.28英寸,8.3英寸,14.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396278,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.28英寸,8.3英寸,14.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396279,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4600mAh,"",53.47,大电池,6.73英寸,8.3英寸,74.05,需双手打字,3200x1440px,3840*2160,96.86,2K超清
1396281,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4600mAh,"",53.47,大电池,6.73英寸,8.3英寸,74.05,需双手打字,3200x1440px,3840*2160,96.86,2K超清
1396282,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,4500mAh,"",48.05,大电池,6.28英寸,8.3英寸,14.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396283,高通 骁龙870,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,4500mAh,"",48.05,大电池,6.28英寸,8.3英寸,14.41,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396376,高通 骁龙888,骁龙8 Gen3,0,"",1.08亿像素,8000万,6.78,普通级像素,2000万像素,78.11,高清级像素,6000万,16GB,24G,98.3,游戏运行良好,5020mAh,"",87.61,大电池,8.01英寸,8.3英寸,99.22,需双手打字,2480x1860px,3840*2160,97.02,2K超清
1396415,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,3200万像素,95.5,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1396416,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",4800万像素,8000万,58.25,高清级像素,3200万像素,95.5,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1396427,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1396428,高通 骁龙8 Gen1,骁龙8 Gen3,0,"",5000万像素,8000万,0,高清级像素,3200万像素,0,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.7英寸,8.3英寸,71.99,需双手打字,3216x1440px,3840*2160,98.29,2K超清
1396429,高通 骁龙888,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,8GB,24G,65.04,游戏运行良好,5000mAh,"",87.08,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396430,高通 骁龙888,骁龙8 Gen3,0,"",5000万像素,8000万,75.7,高清级像素,1600万像素,68.04,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
1396432,高通 骁龙870,骁龙8 Gen3,0,"",6400万像素,8000万,0,高清级像素,1600万像素,0,高清级像素,6000万,12GB,24G,89.35,游戏运行良好,5000mAh,"",87.08,大电池,6.62英寸,8.3英寸,48.24,需双手打字,2400x1080px,3840*2160,58.41,1080P高清
