id,device_type,pro_id,detail_url,remark,name,img_url,price,score,heat,comment_url
317464,phone,221,/cell_phone/index317464.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:4英寸 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:双卡双模,海尔N86W,https://2c.zol-img.com.cn/product/83_500x375/678/cePHNhSgynzDc.jpg,299,6,23,/318/317464/review.shtml
317481,phone,1632,/cell_phone/index317481.shtml,主屏材质:TFT 主屏分辨率:320x240像素 网络类型:单卡双模 网络模式:GSM，TD-SCDMA 存储卡:MicroSD卡 电池类型:可拆卸式电池 电池容量:1000mAh,金立TD218,https://2a.zol-img.com.cn/product/83_500x375/934/ce6J6hnDkWjI2.jpg,0,0,0,""
317570,phone,1069,/cell_phone/index317570.shtml,手机类型:3G手机，智能手机 上市日期:2012 主屏尺寸:4英寸 外观设计:直板 触摸屏:电容屏，多点触控 主屏分辨率:854x480像素 网络类型:单卡双模,索尼MT25i（Xperia neo L）,https://2e.zol-img.com.cn/product/88_500x375/34/ceAIuYdHC4ktU.jpg,900,5.6,55,/318/317570/review.shtml
318084,phone,599,/cell_phone/index318084.shtml,手机类型:商务手机 外观设计:直板 主屏分辨率:160x128像素 网络模式:GSM 输入方式:键盘 键盘类型:T9传统键盘 存储卡:MicroSD卡,康佳G203+,https://2b.zol-img.com.cn/product/83_500x375/865/ceOnJC6tIbfFo.jpg,0,0,0,""
318750,phone,1632,/cell_phone/index318750.shtml,外观设计:直板 网络模式:CDMA2000 支持频段:2G：CDMA1X 800 3G：CDMA EVDO 800/1900MHz 主屏色彩:26万色 主屏分辨率:480x320像素 手机类型:3G手机，智能手机 摄像头像素:300万像素,金立C900（电信版）,https://2b.zol-img.com.cn/product/83_500x375/189/cevoyVixCKaE.jpg,0,7,2,/319/318750/review.shtml
318754,phone,599,/cell_phone/index318754.shtml,外观设计:直板 网络模式:GSM，TD-SCDMA 支持频段:2G：CDMA1X 800 3G：CDMA EVDO 800/1900MHz 主屏分辨率:220x176像素 手机类型:3G手机 摄像头像素:30万像素,康佳V96,https://2c.zol-img.com.cn/product/83_500x375/232/cekgkiLEzYmrU.jpg,0,0,0,""
318807,phone,613,/cell_phone/index318807.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:4英寸 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:单卡双模,华为T8828,https://2d.zol-img.com.cn/product/91_500x375/811/ce2H3XZLulxQ.jpg,540,5.3,33,/319/318807/review.shtml
318813,phone,159,/cell_phone/index318813.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:单卡双模 网络模式:CDMA2000,飞利浦D633（电信版）,https://2d.zol-img.com.cn/product/84_500x375/357/ceHomElFsCqLk.jpg,499,8.4,25,/319/318813/review.shtml
318957,phone,297,/cell_phone/index318957.shtml,电信定制版610,诺基亚610C,https://2c.zol-img.com.cn/product/83_500x375/80/ceCwdLTSpBqc.jpg,780,5.4,123,/319/318957/review.shtml
319028,phone,599,/cell_phone/index319028.shtml,上市日期:2012年 手机类型:智能手机 外观设计:直板 主屏尺寸:3.2英寸 触摸屏:电容屏，多点触控 主屏分辨率:320x240像素 网络类型:双卡单模,康佳E5670,https://2b.zol-img.com.cn/product/83_500x375/279/ceVG5kD9tVG2.jpg,288,6.6,8,/320/319028/review.shtml
319034,phone,599,/cell_phone/index319034.shtml,上市日期:2012年 手机类型:智能手机 外观设计:直板 主屏尺寸:3.5英寸 触摸屏:电容屏，多点触控 主屏分辨率:480x320像素 网络类型:双卡单模,康佳E5838,https://2a.zol-img.com.cn/product/83_500x375/464/ceTt7GxjqoFmM.jpg,850,6.7,13,/320/319034/review.shtml
319162,phone,143,/cell_phone/index319162.shtml,手机类型:时尚手机 上市日期:2012年 主屏尺寸:3.2英寸 外观设计:直板 触摸屏:电容屏，多点触控 主屏分辨率:320x240像素 网络类型:双卡单模,LG T370,https://2b.zol-img.com.cn/product/83_500x375/291/ceOTzcyKhN1J.jpg,0,0,0,""
319348,phone,221,/cell_phone/index319348.shtml,上市日期:2011年 手机类型:时尚手机 外观设计:直板 主屏尺寸:1.8英寸 主屏分辨率:320x240像素 网络模式:GSM 电池容量:1000mAh,海尔M520,https://2c.zol-img.com.cn/product/83_500x375/462/cejg8QMsTDbug.jpg,200,8,1,/320/319348/review.shtml
319601,phone,34645,/cell_phone/index319601.shtml,主屏尺寸:4英寸 主屏分辨率:800x480像素 网络类型:单卡 操作系统:Windows phone 7.5（tango） 电池类型:可拆卸式电池 电池容量:1930mAh 后置摄像头:800万像素,小米米Phone,https://2d.zol-img.com.cn/product/83_500x375/91/celZVZx6TwdBU.jpg,0,6.3,8,/320/319601/review.shtml
319755,phone,221,/cell_phone/index319755.shtml,外观设计:直板 网络模式:GSM，CDMA2000 支持频段:2G：GSM 900/1800 3G：CDMA EVDO 800/1900MHz 主屏色彩:26万色 主屏分辨率:480x320像素 手机类型:3G手机，智能手机 摄像头像素:300万像素,海尔E617,https://2c.zol-img.com.cn/product/83_500x375/746/ceCGki5bwMCDk.jpg,499,6.8,3,/320/319755/review.shtml
319825,phone,1763,/cell_phone/index319825.shtml,外观设计:直板 网络模式:GSM，WCDMA 支持频段:2G：GSM 850/900/1800/1900 3G：WCDMA 2100MHz 主屏色彩:26万色 主屏分辨率:480x320像素 手机类型:3G手机，智能手机 摄像头像素:前：30万像素，后：500万像素,联想A500+,https://2a.zol-img.com.cn/product/84_500x375/414/cegm280E5NKZw.jpg,0,0,0,""
319829,phone,1763,/cell_phone/index319829.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:3.5英寸 触摸屏:电容屏，多点触控 主屏分辨率:480x320像素 网络模式:CDMA2000,联想A560e,https://2c.zol-img.com.cn/product/84_500x375/500/cevaZIghXjJMc.jpg,670,3.8,23,/320/319829/review.shtml
319854,phone,642,/cell_phone/index319854.shtml,手机类型:3G手机，智能手机 上市日期:2012年05月 主屏尺寸:4.0英寸 外观设计:直板 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:单卡双模,中兴U885,https://2f.zol-img.com.cn/product/94_500x375/733/ceCQIGlTwmNDs.jpg,450,6.7,23,/320/319854/review.shtml
319859,phone,642,/cell_phone/index319859.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:3.5英寸 触摸屏:电容屏，多点触控 主屏分辨率:480x320像素 网络模式:GSM，TD-SCDMA,中兴U788,https://2d.zol-img.com.cn/product/94_500x375/881/ce3cisk9XqXeo.jpg,580,9.3,16,/320/319859/review.shtml
319866,phone,642,/cell_phone/index319866.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:2.8英寸 触摸屏:电容屏，多点触控 主屏分辨率:320x240像素 网络模式:CDMA2000,中兴N660,https://2a.zol-img.com.cn/product/84_500x375/20/ce6ZNaGKiOAF6.jpg,0,0,0,""
319945,phone,599,/cell_phone/index319945.shtml,外观设计:直板 网络模式:CDMA2000 支持频段:2G：CDMA 800 3G：CDMA EVDO 800/1900MHz 主屏分辨率:480x320像素 手机类型:3G手机，智能手机 摄像头像素:200万像素,康佳F800,https://2d.zol-img.com.cn/product/84_500x375/493/ceLOID1gBxEg.jpg,0,0,0,""
319949,phone,642,/cell_phone/index319949.shtml,外观设计:直板 网络模式:CDMA2000 支持频段:2G：CDMA 800 3G：CDMA EVDO 800/1900MHz 主屏色彩:1600万色 主屏分辨率:800x480像素 手机类型:3G手机，智能手机 摄像头像素:300万像素,中兴N882E,https://2a.zol-img.com.cn/product/84_500x375/724/cezQUk3SNyP5c.jpg,0,0,0,""
320179,phone,297,/cell_phone/index320179.shtml,上市日期:2012年 手机类型:时尚手机 外观设计:直板 主屏尺寸:1.36英寸 电池容量:800mAh 输入方式:键盘 键盘类型:T9传统键盘,诺基亚103,https://2d.zol-img.com.cn/product/84_500x375/561/celxZB1DGXY.jpg,190,6,1,/321/320179/review.shtml
320268,phone,1632,/cell_phone/index320268.shtml,上市日期:2012年06月 手机类型:3G手机，智能手机 外观设计:翻盖 主屏尺寸:3.5英寸 触摸屏:电容屏，多点触控 主屏分辨率:480x320像素 网络模式:GSM，WCDMA,金立GN777,https://2e.zol-img.com.cn/product/88_500x375/12/cedNBytebDwOk.jpg,1480,6.2,27,/321/320268/review.shtml
320573,phone,297,/cell_phone/index320573.shtml,WP8系统，支持带手套操作和无线充电功能，无线充电器尚需另买，支持全球2D/3D免费地图及语音,诺基亚Lumia 920,https://2c.zol-img.com.cn/product/96_500x375/362/cezxZCwMhx4M.jpg,1900,8.3,558,/321/320573/review.shtml
320685,phone,613,/cell_phone/index320685.shtml,手机类型:3G手机，智能手机 上市日期:2012年 外观设计:直板 主屏尺寸:4.3英寸 触摸屏:电容屏，多点触控 主屏分辨率:960x540像素 网络类型:单卡双模,华为U8832D,https://2a.zol-img.com.cn/product/85_500x375/384/cefioadI6zhAc.jpg,0,0,16,/321/320685/review.shtml
320689,phone,1795,/cell_phone/index320689.shtml,主屏尺寸:3.5英寸 主屏材质:IPS 主屏分辨率:480x320像素 屏幕像素密度:165ppi 网络类型:双卡双模 网络模式:GSM，WCDMA 操作系统:Android OS 2.3,vivo S3,https://2f.zol-img.com.cn/product/88_500x375/367/ceaNmmDVg0XkU.jpg,1298,5.9,59,/321/320689/review.shtml
322556,phone,1763,/cell_phone/index322556.shtml,外观设计:翻盖 网络模式:GSM 支持频段:GSM 900/1800MHz 主屏色彩:26万色 主屏分辨率:400x240像素 手机类型:时尚手机 摄像头像素:130万像素,联想MA512,https://2c.zol-img.com.cn/product/86_500x375/338/cevfhpFMD0ETc.jpg,334,0,0,""
322661,phone,599,/cell_phone/index322661.shtml,上市日期:2012年 手机类型:智能手机 外观设计:直板 主屏尺寸:4英寸 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:双卡单模,康佳E900,https://2c.zol-img.com.cn/product/86_500x375/606/cegnYW10QzhFc.jpg,1699,6.4,61,/323/322661/review.shtml
322755,phone,221,/cell_phone/index322755.shtml,手机类型:3G手机，智能手机 上市日期:2012年 主屏尺寸:4.3英寸 外观设计:直板 触摸屏:电容屏，多点触控 主屏分辨率:800x480像素 网络类型:双卡双模,海尔E760,https://2a.zol-img.com.cn/product/86_500x375/214/ceHEtGiJd1O.jpg,0,4.7,3,/323/322755/review.shtml
